	smiles	cid
515	N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O	6047
516	C[C@](N)(Cc1ccc(O)cc1)C(=O)O	441350
517	FC(F)OC(F)(F)C(F)Cl	3226
518	NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O	104762
519	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	5793
520	Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1	24066
521	CNC1(c2ccccc2Cl)CCCCC1=O	3821
522	NC(=O)N1c2ccccc2C=Cc2ccccc21	2554
523	O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1	135398739
524	NCCC(O)(P(=O)(O)O)P(=O)(O)O	4674
525	CCN(CC)CC(=O)Nc1c(C)cccc1C	3676
526	COc1ccc2cc([C@H](C)C(=O)O)ccc2c1	156391
527	Clc1cccc(Cl)c1NC1=NCCN1	2803
528	C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O	38853
529	CC(CN(C)C)CN1c2ccccc2Sc2ccccc21	5574
530	Cc1cccc(C)c1OCC(C)N	4178
531	CC(=O)Nc1nnc(S(N)(=O)=O)s1	1986
532	Cc1cc(C)cc(OCC2CNC(=O)O2)c1	15459
533	NCCNCCNCCN	5565
534	CCC1(c2ccccc2)C(=O)NCNC1=O	4909
535	OC1C(O)C(O)C(O)C(O)C1O	892
536	COc1ccc(OC)c(C(O)C(C)N)c1	6082
537	Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O	18283
538	CC(C)(S)[C@@H](N)C(=O)O	5852
539	Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1	5329
540	CC(C)Cc1ccc(CC(=O)O)cc1	15250
541	CC1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O	11953884
542	CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	3397
543	Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1	5733
544	Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1	5319
545	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	12560
546	CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12	1549008
547	CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1	2727
548	CN(C)CCC=C1c2ccccc2CCc2ccccc21	2160
549	C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1	4746
550	C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O	10635
551	C[N+](C)(C)CC(=O)[O-]	247
552	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O	6473883
553	O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O	40399
554	NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O	2720
555	Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1	60613
556	CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1	5468
557	CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1	19861
558	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C	148124
559	CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5	5284570
560	C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C	5314
561	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1	4911
562	CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3	3308
563	N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O	5819
564	CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2	44424639
565	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	2724385
566	OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1	4919
567	C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC	445643
568	C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1	33572
569	CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C	14982
570	CN(C)CCC=C1c2ccccc2C=Cc2ccccc21	2895
571	CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1	2913
572	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	21704
573	CCN(CC)C(=S)SSC(=S)N(CC)CC	3117
574	CCCCNc1ccc(C(=O)OCCN(C)C)cc1	5411
575	CNCCCC1c2ccccc2C=Cc2ccccc21	4976
576	CNCCCN1c2ccccc2CCc2ccccc21	2995
577	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	60961
578	CC(=O)Nc1cc([As](=O)(O)O)ccc1O	1985
579	O=P1(NCCCl)OCCCN1CCCl	3690
580	CNCCc1ccccn1	2366
581	CC(NN)c1ccccc1	6179
582	NNC(=O)c1ccncc1	3767
583	CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	55283
584	CC(N)Cc1ccccc1	3007
585	CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1	392622
586	NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O	3639
587	CCc1ccc(C(C)CCc2ccc([N+](C)(C)C)cc2)cc1	70695641
588	COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3	5360696
589	Cn1cc[nH]c1=S	1349907
590	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	3033
591	Oc1cccc2cccnc12	1923
592	CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1	2725
593	O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1	4472
594	OCC(O)CO	753
595	Cc1ccccc1C(OCCN(C)C)c1ccccc1	4601
596	C[C@@H]1O[C@@H]1P(=O)(O)O	446987
597	CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1	13505
598	OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	3372
599	NCCCCCC(=O)O	564
600	O=C(O)c1cccnc1	938
601	Cc1cc(Br)c(O)c2ncccc12	65592
602	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	3000715
603	O=c1[nH]cc(F)c(=O)[nH]1	3385
604	COC1C(CO)OC(OCC2OC(OC3C(CO)OC(C)C(O)C3O)C(O)C(O)C2OC2OC(CO)C(OC)C(O)C2OCCO)C(O)C1O	24846132
605	Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1	456255
606	NC(=O)c1cnccn1	1046
607	Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1	135400182
608	C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12	54675785
609	Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12	18381
610	C=Cc1ccc(S(=O)(=O)O)cc1	75905
611	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	2145
612	CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12	54675776
613	CSCC[C@H](N)C(=O)O	6137
614	CC(C)Nc1ncccn1	71169
615	COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1	4008
616	CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl	2131
617	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O	13804
618	CN1C(=O)CC(C)(c2ccccc2)C1=O	6476
619	NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O	37768
620	CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1	5464190
621	CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O	5484131
622	CC(COc1ccccc1)NN	71467
623	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN	2973
624	S=P(N1CC1)(N1CC1)N1CC1	5453
625	Nc1ccc(O)c(C(=O)O)c1	4075
626	CC(C)(N)Cc1ccccc1	4771
627	C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1	441290
628	CN(C)C(=O)Oc1ccc[n+](C)c1	4991
629	CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1	43708
630	O=c1ncnc2[nH][nH]cc1-2	135401907
631	CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	5405
632	O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1	2882
633	CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1	5479527
634	O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]	4510
635	CC(C)(C(=O)c1cccnc1)c1cccnc1	4174
636	O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I	3741
637	CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21	42008
638	COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1	2247
639	CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	5362440
640	C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O	2481
641	CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1	13342
642	CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O	60823
643	NC1=NC(=O)C(c2ccccc2)O1	4723
644	CCC1(c2ccccc2)CCC(=O)NC1=O	3487
645	NCCc1ccc(O)c(O)c1	681
646	C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2	5280965
647	NC(=O)CN1CCCC1=O	4843
648	CN[C@@H](C)Cc1ccccc1	10836
649	CCC1(CCC(C)C)C(=O)NC(=O)NC1=O	2164
650	O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F	5790
651	Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1	4211
652	O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl	5959
653	O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12	5533
654	CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C	5983
655	CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C	9051
656	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	5757
657	Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1	5503
658	Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1	43815
659	CN1[C@H]2CC[C@@H]1CC(OC(c1ccccc1)c1ccccc1)C2	1201549
660	CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2	23897
661	CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1	2369
662	OC[C@H]1O[C@@H](n2cnc3c2NC=NC[C@H]3O)C[C@@H]1O	439693
663	O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21	16850
664	NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1	3325
665	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C	28417
666	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	6010
667	CCCC(C)(COC(N)=O)COC(=O)NC(C)C	2576
668	CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5	5284604
669	OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	11333
670	O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1	2477
671	COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2	3152
672	COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1	3404
673	CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC	107807
674	CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1	1989
675	CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21	5391
676	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	440995
677	O=C(O)C1=C/C(=N\Nc2ccc(O)c(C(=O)O)c2)C=CC1=O	22419
678	CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O	2165
679	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N	53276
680	Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314	5311304
681	CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1	1978
682	Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2	2118
683	CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O	2349
684	CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O	6435415
685	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O	5756
686	CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O	54676228
687	C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	149096
688	Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1	135398745
689	CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1	3869
690	C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO	5754
691	O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1	5378825
692	Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2	4192
693	CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1	2471
694	CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21	3016
695	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	2801
696	Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2	5556
697	C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O	123630
698	CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C	5573
699	COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]	4485
700	CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1	30699
701	CC(C)(C)NCC(O)c1cc(O)cc(O)c1	5403
702	Nc1nc(=O)c2ncn(COCCO)c2[nH]1	135398513
703	CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1	40326
704	C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C	5280793
705	NCC(CC(=O)O)c1ccc(Cl)cc1	2284
706	C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O	5282181
707	CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12	54897
708	Clc1ccccc1CN1CCc2sccc2C1	5472
709	COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2	5281078
710	COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1	33741
711	CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	5566
712	CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C	60846
713	CN(C)CCOC(c1ccccc1)c1ccccc1	3100
714	COc1ccc(OC)c(C(O)CNC(=O)CN)c1	4195
715	CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1	3825
716	Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O	3182
717	CN1CCOC(c2ccccc2)c2ccccc2C1	4450
718	NC(N)=NC(N)=NCCc1ccccc1	8249
719	CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21	441199
720	c1ccc2c(c1)Nc1ccccc1S2	7108
721	O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1	5282440
722	Cc1cccc(C)c1NC(=O)C(C)N	38945
723	CC(C)C(=O)c1c(C(C)C)nn2ccccc12	3671
724	CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O	54680692
725	CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1	5735
726	O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O	3826
727	CN=C(NC#N)NCCSCc1nc[nH]c1C	2756
728	Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2	3261
729	Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O	3354
730	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	3463
731	C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO	5865
732	O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1	4614
733	O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O	3059
734	C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO	5755
735	CN1[C@H]2CC[C@@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2	154417
736	CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1	2898
737	CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1	3965
738	N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1	51039
739	CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	9324
740	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1	445354
741	CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1	2800
742	CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1	60815
743	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	4927
744	O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1	4506
745	CN(C)CCCN1c2ccccc2CCc2ccccc21	3696
746	CCC1(c2ccccc2)C(=O)NC(=O)NC1=O	4763
747	COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC	47319
748	CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O	60852
749	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21	3948
750	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1	132971
751	C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F	71616
752	Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1	5284514
753	COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1	3410
754	CCCCCN=C(N)NN/C=C1\C=Nc2ccc(OC)cc21	60918
755	C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5	5284594
756	CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1	5284627
757	C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12	156419
758	NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1	3038
759	CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12	123606
760	Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1	60726
761	CC(=O)N[C@@H]1[C@@H](N=C(N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO	60855
762	Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1	124087
763	CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1	65028
764	Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1	2805
765	CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1	5090
766	Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1	443879
767	CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1	5719
768	O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1	64139
769	CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1	77999
770	Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1	123619
771	CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O	387447
772	CCCN(CCC)CCc1cccc2c1CC(=O)N2	5095
773	CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1	125017
774	COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC	4679
775	Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1	4463
776	Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1	2662
777	Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1	3899
778	Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1	5328
779	Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21	65628
780	CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1	2442
781	Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C	60648
782	O=C1C=CC=C/C1=C1\N/C(=C2/C=CC=CC2=O)N(c2ccc(C(=O)O)cc2)N1	214348
783	CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O	54690031
784	O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O	5245
785	COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2	9651
786	CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O	5311181
787	COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C	5029
788	CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O	3038498
